url,title,author,type,insertionDate,refreshNB,watchTime,actionNB,videoViewsNB,parent_id,ED,EG,G,D,C,P,EU,O
wzGgpUSi6sU,Quel président ? François-Xavier Bellamy répond,EP République,regular,2024-05-11T19:10:55.497Z,,180000,0,1,,0,0,0,1,0,1,1,0
oqY0yIUXIlY,"
          
          
          
          
            François-Xavier Bellamy invité dans « Le Grand RDV » Europe1-CNEWS-Les Échos
          
        ",François-Xavier Bellamy,proposal,2024-05-11T19:10:56.214Z,,0,0,1,wzGgpUSi6sU,0,0,0,1,0,1,1,0
roJTjxC6Q6w,"
          
          
          
          
            François-Xavier BELLAMY - Rencontres Littéraires « Les Idées mènent le Monde » à Pau - 2018
          
        ",Ville de Pau,proposal,2024-05-11T19:10:56.225Z,,0,0,1,wzGgpUSi6sU,0,0,0,1,0,1,1,0
tiejxvMUWt4,"
          
          
          
          
            L’ Interview : Bernard Pivot - Stupéfiant !
          
        ",Stupéfiant !,proposal,2024-05-11T19:10:56.232Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,0,0,1
PrGEgiF6cDw,"
          
          
          
          
            🔴 FX BELLAMY RÉPOND EN DIRECT
          
        ",François-Xavier Bellamy,proposal,2024-05-11T19:10:56.238Z,,0,0,1,wzGgpUSi6sU,0,0,0,1,0,1,1,0
WbzRBNpMsyE,"
          
          
          
          
            Conférence ISEGORIA-François-Xavier BELLAMY-21 mars 2018
          
        ",audenciatv,proposal,2024-05-11T19:10:56.244Z,,0,0,1,wzGgpUSi6sU,0,0,0,1,0,1,1,0
3BThfAONAxQ,"
          
          
          
          
            Bellamy votera pour Eric Zemmour en cas de duel face à Macron au second tour
          
        ",Europe 1,proposal,2024-05-11T19:10:56.252Z,,0,0,1,wzGgpUSi6sU,1,0,0,1,1,1,1,0
URwP1y4vvZA,"
          
          
          
          
            Les 4 vérités - François-Xavier Bellamy
          
        ",Télé Matin,proposal,2024-05-11T19:10:56.257Z,,0,0,1,wzGgpUSi6sU,0,0,0,1,0,1,1,0
_xaQo86CyDE,"
          
          
          
          
            Échanges tendus entre Louis Boyard et François-Xavier Bellamy (7 mai 2024, Paris, France) [4K]
          
        ",CLPRESS / Agence de presse,proposal,2024-05-11T19:10:56.264Z,,0,0,1,wzGgpUSi6sU,0,1,0,1,0,1,1,0
NIZuGrbPY48,"
          
          
          
          
            Kharkiv : le début d’une opération majeure russe ?
          
        ",LCI,proposal,2024-05-11T19:10:56.270Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,1,0,0
H70r5A6-R98,"
          
          
          
          
            Elections européennes : François-Xavier Bellamy (LR) vote | AFP Images
          
        ",AFP,proposal,2024-05-11T19:10:56.275Z,,0,0,1,wzGgpUSi6sU,0,0,0,1,0,1,1,0
LeCgE9Jni-4,"
          
          
          
          
            Vladimir Poutine menace lEurope - Reportage #cdanslair 08.05.2024
          
        ",C dans lair,proposal,2024-05-11T19:10:56.283Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,1,1,0
lIAqJ9xEiFk,"
          
          
          
          
            François-Xavier Bellamy, le rêve de revanche d’un « faux gentil »
          
        ",Le Point,proposal,2024-05-11T19:10:56.289Z,,0,0,1,wzGgpUSi6sU,0,0,0,1,0,1,1,0
rNQUJf58f2g,"
          
          
          
          
            Philippe Etchebest, un chef toujours au top ! - #QuelleEpoque 9 mars
          
        ",Quelle époque !,proposal,2024-05-11T19:10:56.297Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,0,0,1
zgGjaGHFIYA,"
          
          
          
          
            François-Xavier Bellamy : Quelles sont les qualités de Gabriel Attal pour entrer à Matignon ?
          
        ",Europe 1,proposal,2024-05-11T19:10:56.302Z,,0,0,1,wzGgpUSi6sU,0,0,0,1,1,1,1,0
mN-sK4M4f-I,"
          
          
          
          
            Les imitations de Laurent Gerra, crise de rires assurée ! - Vivement Dimanche 23 avril 2023
          
        ",Vivement Dimanche ,proposal,2024-05-11T19:10:56.307Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,0,0,1
6uv5RzB8BX8,"
          
          
          
          
            L’ancien NAZI piégé par un journaliste en pleine interview (1972) - HDG #18
          
        ",Mamytwink,proposal,2024-05-11T19:10:56.315Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,1,0,0
zIxuYURvAIE,"
          
          
          
          
            On regarde les moments les plus fous de Cash Investigation avec Élise Lucet
          
        ",france tv,proposal,2024-05-11T19:10:56.322Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,0,0,1
CuLw6Wynp3A,"
          
          
          
          
            Européennes : LR choisit François-Xavier Bellamy comme tête de liste
          
        ",Public Sénat,proposal,2024-05-11T19:10:56.328Z,,0,0,1,wzGgpUSi6sU,0,0,0,1,0,1,1,0
-_nhjmLeGYw,"
          
          
          
          
            Dunkerque - 360° Vidéo Expérience - Gardez Votre Souffle
          
        ",Warner Bros. France,proposal,2024-05-11T19:10:56.333Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,0,0,1
SCDHPfQwcwA,"
          
          
          
          
            François-Xavier Bellamy, maire-adjoint de Versailles : Certaines communes sont parfois obligées…
          
        ",Europe 1,proposal,2024-05-11T19:10:56.339Z,,0,0,1,wzGgpUSi6sU,0,0,0,1,0,1,1,0
vdS2BYVsPv8,"
          
          
          
          
            Éric Zemmour lève la main sur une femme à Ajaccio : Cest de la légitime défense (Sarah Knafo)
          
        ",Europe 1,proposal,2024-05-11T19:10:56.346Z,,0,0,1,wzGgpUSi6sU,1,0,0,0,0,1,1,0
sJLQbMNkPp8,"
          
          
          
          
            François-Xavier Bellamy : Lerreur du moment est de croire que tout changement est un progrès
          
        ",FRANCE 24,proposal,2024-05-11T19:10:56.352Z,,0,0,1,wzGgpUSi6sU,0,0,0,1,0,1,1,0
kdGV_8DvJCs,"
          
          
          
          
            Affaire Guillaume Meurice : jusquoù peut-on aller par humour ? • FRANCE 24
          
        ",FRANCE 24,proposal,2024-05-11T19:10:56.358Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,0,0,1
CLcwWLrLBxg,"
          
          
          
          
            Francois-Xavier Bellamy la nouvelle star de la droite
          
        ",Les Terriens,proposal,2024-05-11T19:10:56.366Z,,0,0,1,wzGgpUSi6sU,0,0,0,1,0,1,1,0
q9GAahkTLME,"
          
          
          
          
            Mineurs délinquants, Russie, Sciences Po… lintégralité de linterview de Marine Le Pen
          
        ",BFMTV,proposal,2024-05-11T19:10:56.372Z,,0,0,1,wzGgpUSi6sU,1,0,0,0,0,1,0,0
TmIVC9AGTuo,"
          
          
          
          
            Jordan Bardella : LEurope doit mettre fin à une forme de naïveté à légard de la mondialisation
          
        ",France Inter,proposal,2024-05-11T19:10:56.378Z,,0,0,1,wzGgpUSi6sU,1,0,0,0,0,1,1,0
rT-qjKal_9Q,"
          
          
          
          
            Israël, cest pire que la Russie: linterview intégrale de Rima Hassan sur BFMTV
          
        ",BFMTV,proposal,2024-05-11T19:10:56.385Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,1,0,0
ezTymdoQ2xw,"
          
          
          
          
            Suisse ? - Pourquoi la Suisse est pétée de thunes ?
          
        ",52 minutes,proposal,2024-05-11T19:10:56.391Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,0,0,1
2237v_tTvsQ,"
          
          
          
          
            International : que pèse encore la France ?
          
        ",Public Sénat,proposal,2024-05-11T19:10:56.398Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,0,0,1
muZQqoQhbME,"
          
          
          
          
            Gad Elmaleh - Retour au Maroc - Marrakech du rire 2017
          
        ",Marrakech du rire,proposal,2024-05-11T19:10:56.405Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,0,0,1
AoUz6F6Q5Hc,"
          
          
          
          
            LHeure des Pros : On est bien obligé de parler avec la Chine
          
        ",Europe 1,proposal,2024-05-11T19:10:56.411Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,1,1,0
2eRsM9vS8hw,"
          
          
          
          
            Le Grand Jury - Européennes : le grand débat (lintégrale)
          
        ",RTL  ,proposal,2024-05-11T19:10:56.418Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,1,1,0
paS5MwfMbC8,"
          
          
          
          
            Top 10 BEST GOLDEN BUZZER Singers on Got Talent 2023!
          
        ",Top 10 Talent,proposal,2024-05-11T19:10:56.424Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,0,0,1
I9HZ_F0QP7I,"
          
          
          
          
            François-Xavier Bellamy est linvité dAli Baddou
          
        ",France Inter,proposal,2024-05-11T19:10:56.430Z,,0,0,1,wzGgpUSi6sU,0,0,0,1,0,1,1,0
N8RvEg0iSWE,"
          
          
          
          
            Les enjeux de la rencontre entre Xi Jinping et Emmanuel Macron qui fait polémique
          
        ",HugoDécrypte - Actus du jour,proposal,2024-05-11T19:10:56.435Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,1,1,0,0
w5CslM4-qWA,"
          
          
          
          
            Geolier, Ultimo - LULTIMA POESIA (Official Video)
          
        ",Geôlier2 OFFICIAL,proposal,2024-05-11T19:10:56.440Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,0,0,1
TsHgPVxncxI,"
          
          
          
          
            Pour Gérard Lanvin, cest une époque minable et il explique pourquoi
          
        ",Real Life ▸ Portraits & Témoignages,proposal,2024-05-11T19:10:56.449Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,0,0,1
MDypA56Uvq0,"
          
          
          
          
            François-Xavier Bellamy, Grand Invité de la Matinale, présente son ouvrage Demeure
          
        ",RCF Radio,proposal,2024-05-11T19:10:56.454Z,,0,0,1,wzGgpUSi6sU,0,0,0,1,0,1,1,0
nrDKaAmynnw,"
          
          
          
          
            Dominique Tapie : les confessions sur sa vie de couple avec Bernard Tapie
          
        ",Real Life ▸ Portraits & Témoignages,proposal,2024-05-11T19:10:56.459Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,0,0,1
Pp3YRq4I-b0,"
          
          
          
          
            Super stratégies | Le génie caché des plantes (2/2) | ARTE
          
        ",ARTE,proposal,2024-05-11T19:10:56.467Z,,0,0,1,wzGgpUSi6sU,0,0,0,0,0,0,0,1
sJLQbMNkPp8,François-Xavier Bellamy : Lerreur du moment est de croire que tout changement est un progrès,FRANCE 24,regular,2024-05-11T19:14:00.773Z,,180000,1,2,,0,0,0,1,0,1,1,0
roJTjxC6Q6w,"
          
          
          
          
            François-Xavier BELLAMY - Rencontres Littéraires « Les Idées mènent le Monde » à Pau - 2018
          
        ",Ville de Pau,proposal,2024-05-11T19:14:01.579Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
__MFNY5k-uQ,"
          
          
          
          
            Sierra Leone, the rage to live | The roads of the impossible
          
        ",Les Routes de limpossible,proposal,2024-05-11T19:14:01.625Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,0,0,1
kdGV_8DvJCs,"
          
          
          
          
            Affaire Guillaume Meurice : jusquoù peut-on aller par humour ? • FRANCE 24
          
        ",FRANCE 24,proposal,2024-05-11T19:14:01.630Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,0,0,1
ttps://www.youtube.com/shorts/4-O_F_97nSE,"
          
          
          
          
            Être de droite et débattre à la Sorbonne
          
        ",François-Xavier Bellamy,proposal,2024-05-11T19:14:01.639Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
cYYHvJfQx44,"
          
          
          
          
            Cameroon: The Resourceful of the Jungle | The roads of the impossible
          
        ",Les Routes de limpossible,proposal,2024-05-11T19:14:01.643Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,0,0,1
WIW0f6yvVw0,"
          
          
          
          
            Poutine, la haine de lOccident
          
        ",BFMTV,proposal,2024-05-11T19:14:01.648Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,1,0,0
gb9ceei1Z7o,"
          
          
          
          
            Qatar, une dynastie à la conquête du monde | ARTE
          
        ",ARTE,proposal,2024-05-11T19:14:01.654Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,0,0,1
WbzRBNpMsyE,"
          
          
          
          
            Conférence ISEGORIA-François-Xavier BELLAMY-21 mars 2018
          
        ",audenciatv,proposal,2024-05-11T19:14:01.661Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
uykRIXTYspw,"
          
          
          
          
            Mali : de deux à cinq ans supplémentaires de régime militaire • FRANCE 24
          
        ",FRANCE 24,proposal,2024-05-11T19:14:01.667Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,0,0,1
nxPpvbQqXuE,"
          
          
          
          
            Quest devenu le tout premier Influvoleur ?
          
        ",Simon Puech,proposal,2024-05-11T19:14:01.673Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,0,0,1
Rxbt1JWGj0U,"
          
          
          
          
            Sanctions américaines contre Israël : la marque dun désaveu des États-Unis ? • FRANCE 24
          
        ",FRANCE 24,proposal,2024-05-11T19:14:01.679Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,1,0,0
P-FJhRYGKH4,"
          
          
          
          
            Comment l’État d’Israël fut-il créé ? [QdH#58]
          
        ",Questions dHistoire,proposal,2024-05-11T19:14:01.685Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,1,0,0
ttps://www.youtube.com/shorts/7nLbDOGqfVM,"
          
          
          
          
            La droite et la gauche
          
        ",François-Xavier Bellamy,proposal,2024-05-11T19:14:01.691Z,,0,1,2,sJLQbMNkPp8,0,0,1,1,0,1,1,0
BLFqsPdunwI,"
          
          
          
          
            Espionnage chinois en Suisse
          
        ",Mise au Point,proposal,2024-05-11T19:14:01.697Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,0,0,1
3GVF3tcsenU,"
          
          
          
          
            Ukraine : une offensive russe imminente contre Kharkiv ? • FRANCE 24
          
        ",FRANCE 24,proposal,2024-05-11T19:14:01.705Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,1,0,0
U1Shn9GCmwQ,"
          
          
          
          
            Zouhir Lahna, médecin à Rafah : Normalement, en temps de guerre, les civils peuvent sortir
          
        ",FRANCE 24,proposal,2024-05-11T19:14:01.710Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,0,0,1
UUdIiMOC260,"
          
          
          
          
            Tout comprendre sur le conflit Israélo-Palestinien !
          
        ",Histoire Géo,proposal,2024-05-11T19:14:01.714Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,1,0,0
7cKCPDm5uac,"
          
          
          
          
            Blocages à Sciences Po : François-Xavier Bellamy invité de Cyril HANOUNA
          
        ",François-Xavier Bellamy,proposal,2024-05-11T19:14:01.720Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
xGWeVo9z_YQ,"
          
          
          
          
            La véritable histoire de Nicolas Sarkozy
          
        ",Gaspard G,proposal,2024-05-11T19:14:01.727Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,0,0,1
yTPgJrECFSA,"
          
          
          
          
            LEstonie prête à miner la mer Baltique
          
        ",LCI,proposal,2024-05-11T19:14:01.733Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,0,0,1
pU-3kMdTL8A,"
          
          
          
          
            Bellamy : le pari de la Droite catho #cdanslair 29.01.2019
          
        ",C dans lair,proposal,2024-05-11T19:14:01.739Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
Lm5xL8fbcmk,"
          
          
          
          
            [🇨🇵💪] LE RAFALE PROPULSE LA FRANCE AU 2ème RANG DES VENDEURS DARMES
          
        ",Xavier Tytelman,proposal,2024-05-11T19:14:01.744Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,0,0,1
XgqR3HHV7kE,"
          
          
          
          
            Le Grand Oral de François-Xavier Bellamy (Partie 2) - Les Grandes Gueules de RMC
          
        ",RMC,proposal,2024-05-11T19:14:01.748Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
ciMbhq9qmCk,"
          
          
          
          
            Invité : François-Xavier Bellamy - Audition publique (25/02/2019)
          
        ",Public Sénat,proposal,2024-05-11T19:14:01.755Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
CLcwWLrLBxg,"
          
          
          
          
            Francois-Xavier Bellamy la nouvelle star de la droite
          
        ",Les Terriens,proposal,2024-05-11T19:14:01.761Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
3ZZFwlzN1Os,"
          
          
          
          
            François-Xavier Bellamy : L’Europe doit maîtriser ses frontières
          
        ",France Inter,proposal,2024-05-11T19:14:01.766Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
MDypA56Uvq0,"
          
          
          
          
            François-Xavier Bellamy, Grand Invité de la Matinale, présente son ouvrage Demeure
          
        ",RCF Radio,proposal,2024-05-11T19:14:01.772Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
ttps://www.youtube.com/shorts/K-JOYNe86Ak,"
          
          
          
          
            Une petite erreur de calcul 💶
          
        ",François-Xavier Bellamy,proposal,2024-05-11T19:14:01.777Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
sXjG3l_LfiI,"
          
          
          
          
            Amateur de philosophie et tête de liste des Républicains, qui est François-Xavier Bellamy ?
          
        ",BFMTV,proposal,2024-05-11T19:14:01.782Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
S0GTlQBrpUM,"
          
          
          
          
            François-Xavier Bellamy : « La réponse d’E. Macron sur les séparatismes est dangereuse »
          
        ",Public Sénat,proposal,2024-05-11T19:14:01.788Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,1,1,1,0
JebgoLlI3YA,"
          
          
          
          
            François-Xavier Bellamy, invité de RTL
          
        ",RTL  ,proposal,2024-05-11T19:14:01.795Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
Czjown6UmH8,"
          
          
          
          
            Luc Ferry et FX Bellamy invités de Radio Classique & Le Figaro
          
        ",François-Xavier Bellamy,proposal,2024-05-11T19:14:01.800Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
h9cQVUOWZHs,"
          
          
          
          
            Le Talk de FX Bellamy: «Le gouvernement est défaillant pour maintenir et rétablir lordre»
          
        ",Le Figaro,proposal,2024-05-11T19:14:01.808Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
VtVztp6KavE,"
          
          
          
          
            Débat François-Xavier Bellamy / Jacques Attali: les racines de la civilisation européenne
          
        ",Les Éveilleurs,proposal,2024-05-11T19:14:01.815Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,1,1,1,0
gTv-K8vRzfM,"
          
          
          
          
            LEsprit Public, 21 janvier 2018
          
        ",François-Xavier Bellamy,proposal,2024-05-11T19:14:01.820Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
YotJrbnZCgo,"
          
          
          
          
            Boyard et Bellamy : cest show show à Sciences Po
          
        ",Pure Politique,proposal,2024-05-11T19:14:01.824Z,,0,1,2,sJLQbMNkPp8,0,1,0,1,0,1,1,0
7PkEjeveTPQ,"
          
          
          
          
            LCI sur le terrain : la percée russe en images
          
        ",LCI,proposal,2024-05-11T19:14:01.829Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,1,0,0
D_7Bu1Eg2o8,"
          
          
          
          
            FX Bellamy invité de LCI après son investiture comme tête de liste de lélection européenne 2019
          
        ",François-Xavier Bellamy,proposal,2024-05-11T19:14:01.832Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
DSmTw-_gt0w,"
          
          
          
          
            Conférence de Francois-Xavier BELLAMY
          
        ",Université Hommes-Entreprises,proposal,2024-05-11T19:14:01.838Z,,0,1,2,sJLQbMNkPp8,0,0,0,1,0,1,1,0
rT-qjKal_9Q,"
          
          
          
          
            Israël, cest pire que la Russie: linterview intégrale de Rima Hassan sur BFMTV
          
        ",BFMTV,proposal,2024-05-11T19:14:01.843Z,,0,1,2,sJLQbMNkPp8,0,0,0,0,0,1,0,0
nW6oi4ur4rE,Lutte contre limmigration illégale : Un scandale démocratique révoltant,François-Xavier Bellamy,regular,2024-05-11T19:17:06.089Z,,180000,2,3,,0,0,0,1,0,1,1,0
oqY0yIUXIlY,"
          
          
          
          
            François-Xavier Bellamy invité dans « Le Grand RDV » Europe1-CNEWS-Les Échos
          
        ",François-Xavier Bellamy,proposal,2024-05-11T19:17:07.097Z,,0,2,3,nW6oi4ur4rE,0,0,0,1,0,1,1,0
_39GhkNaOCU,"
          
          
          
          
            Gérard Darmon à François-Xavier Bellamy: Vous avez peur de tout ! #ONPC
          
        ",On nest pas couché,proposal,2024-05-11T19:17:07.114Z,,0,2,3,nW6oi4ur4rE,0,0,0,1,0,1,1,0
-T4biBo8zp4,"
          
          
          
          
            Élections européennes : le raz-de-marée annoncé de l’extrême droite ? - 28 Minutes - ARTE
          
        ",28 minutes - ARTE,proposal,2024-05-11T19:17:07.121Z,,0,2,3,nW6oi4ur4rE,1,0,0,0,0,1,1,0
9bIWUaNOP2I,"
          
          
          
          
            GUERRE À GAZA : l’assemblée générale de l’ONU vote en faveur d’une adhésion de la Palestine
          
        ",TV5MONDE Info,proposal,2024-05-11T19:17:07.127Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,0,1,0,0
4Kftid4ouA0,"
          
          
          
          
            Corée du Nord, Gérard Depardieu, Sciences Po... Yann Moix est linvité du Face à Face
          
        ",BFMTV,proposal,2024-05-11T19:17:07.133Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,0,1,0,0
Lr4MkdL243M,"
          
          
          
          
            Face à linsécurité, rétablir la justice et reconstruire léducation
          
        ",François-Xavier Bellamy,proposal,2024-05-11T19:17:07.138Z,,0,2,3,nW6oi4ur4rE,0,0,0,1,0,1,1,0
IGYwVKNLTgo,"
          
          
          
          
            La lutte contre limmigration clandestine à Mayotte
          
        ",franceinfo,proposal,2024-05-11T19:17:07.144Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,0,0,0,1
Kq28AKD3HWs,"
          
          
          
          
            Former presidents: a royal lifestyle?
          
        ",BLING !,proposal,2024-05-11T19:17:07.149Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,0,1,0,0
lu7a-kIzk1Q,"
          
          
          
          
            Ils ont connu le jeune Emmanuel Macron, ils témoignent
          
        ",France 3 Hauts-de-France,proposal,2024-05-11T19:17:07.154Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,1,1,0,0
rT-qjKal_9Q,"
          
          
          
          
            Israël, cest pire que la Russie: linterview intégrale de Rima Hassan sur BFMTV
          
        ",BFMTV,proposal,2024-05-11T19:17:07.159Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,0,1,0,0
vdS2BYVsPv8,"
          
          
          
          
            Éric Zemmour lève la main sur une femme à Ajaccio : Cest de la légitime défense (Sarah Knafo)
          
        ",Europe 1,proposal,2024-05-11T19:17:07.164Z,,0,2,3,nW6oi4ur4rE,1,0,0,0,0,1,1,0
oeyoEXL1x_Q,"
          
          
          
          
            François Asselineau : Les sujets les plus graves ne sont pas traités dans cette campagne
          
        ",Europe 1,proposal,2024-05-11T19:17:07.169Z,,0,2,3,nW6oi4ur4rE,1,0,0,0,0,1,1,0
IS8Dg9skpCk,"
          
          
          
          
            Ludovic Giuly, ex-footballeur international, raconte sa descente aux enfers
          
        ",Touche pas à mon poste !,proposal,2024-05-11T19:17:07.175Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,0,0,0,1
ttps://www.youtube.com/shorts/4-O_F_97nSE,"
          
          
          
          
            Être de droite et débattre à la Sorbonne
          
        ",François-Xavier Bellamy,proposal,2024-05-11T19:17:07.179Z,,0,2,3,nW6oi4ur4rE,0,0,0,1,0,1,1,0
7PkEjeveTPQ,"
          
          
          
          
            LCI sur le terrain : la percée russe en images
          
        ",LCI,proposal,2024-05-11T19:17:07.184Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,0,1,0,0
hn-dw977wGQ,"
          
          
          
          
            Le secret qui a fait exploser la droite
          
        ",Documentaire Société,proposal,2024-05-11T19:17:07.189Z,,0,2,3,nW6oi4ur4rE,0,0,0,1,0,1,0,0
DPq-9PnKmq0,"
          
          
          
          
            Lutte contre l’immigration clandestine : des chiffres en hausse en 2023
          
        ",Mayotte la 1ère,proposal,2024-05-11T19:17:07.196Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,0,0,0,1
d_CmOzXuiDw,"
          
          
          
          
            Benjamin Biard, chercheur : Il ny a pas dimmunité naturelle face à lextrême droite
          
        ",FRANCE 24,proposal,2024-05-11T19:17:07.201Z,,0,2,3,nW6oi4ur4rE,1,0,0,0,0,1,0,0
8JiQDjjI6U0,"
          
          
          
          
            Aristote et lesclavage
          
        ",François-Xavier Bellamy,proposal,2024-05-11T19:17:07.206Z,,0,2,3,nW6oi4ur4rE,0,0,0,1,0,1,1,0
ttps://www.youtube.com/shorts/u3qqIbQelHM,"
          
          
          
          
            Sciences Po n’appartient pas à l’extrême-gauche 📢 #sciencespo #politique
          
        ",François-Xavier Bellamy,proposal,2024-05-11T19:17:07.211Z,,0,2,3,nW6oi4ur4rE,0,0,0,1,0,1,1,0
5cQsVA0gYOo,"
          
          
          
          
            Résumé Ligue des Champions : le Real Madrid s’impose en beauté face à l’Inter
          
        ",beIN SPORTS France,proposal,2024-05-11T19:17:07.216Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,0,0,0,1
6uv5RzB8BX8,"
          
          
          
          
            L’ancien NAZI piégé par un journaliste en pleine interview (1972) - HDG #18
          
        ",Mamytwink,proposal,2024-05-11T19:17:07.220Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,0,1,0,0
Y1JkWRm69JQ,"
          
          
          
          
            Kadyrov, le nettoyeur de Poutine
          
        ",BFMTV,proposal,2024-05-11T19:17:07.226Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,0,1,0,0
CWDFAJlz01s,"
          
          
          
          
            Logements : les propriétaires racistes ne se cachent plus
          
        ",Immersion ▸ reportages et documentaires,proposal,2024-05-11T19:17:07.230Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,0,0,0,1
FuYCYf-DtgA,"
          
          
          
          
            7 ans au pouvoir, les maux de Macron - Épisode 2: La hantise du RN
          
        ",BFMTV,proposal,2024-05-11T19:17:07.235Z,,0,2,3,nW6oi4ur4rE,1,0,0,0,1,1,0,0
x5ppD9fMjag,"
          
          
          
          
            Grande finale déloquence : Pierre Faury - Gouverner, ce nest pas faire croire
          
        ",Atelier de la langue française,proposal,2024-05-11T19:17:07.244Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,0,0,0,1
xQUAHV12Vfo,"
          
          
          
          
            Donald Trump et Joe Biden sont des figures vides de la démocratie
          
        ",France Inter,proposal,2024-05-11T19:17:07.248Z,,0,2,3,nW6oi4ur4rE,1,0,0,0,1,1,0,0
_FS4sULqSmM,"
          
          
          
          
            Macron-Xi : une diplomatie de léquilibre ? • FRANCE 24
          
        ",FRANCE 24,proposal,2024-05-11T19:17:07.252Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,1,1,0,0
XaYNpgX15Gk,"
          
          
          
          
            COMPRENDRE LA GÉOPOLITIQUE DES OCÉANS EN 10 MINUTES
          
        ",Le monde en cartes,proposal,2024-05-11T19:17:07.257Z,,0,2,3,nW6oi4ur4rE,0,0,0,0,0,1,0,0
oOdXYFGohf0,"
          
          
          
          
            Jordan Bardella répond à Eric Dupond-Moretti sur le tacle à Marine Le Pen !
          
        ",Touche pas à mon poste !,proposal,2024-05-11T19:17:07.262Z,,0,2,3,nW6oi4ur4rE,1,0,0,0,1,1,1,0
